gauge_id,num_dams,res_store_sum,n_dams,first_dam_year,last_dam_year,total_storage,reservoir_index,irrigation_frac,hydroelec_frac,drinking_frac,flood_frac,overflow_frac,navigation_frac,tailing_frac,pop_density_2000,pop_density_2005,pop_density_2010,pop_density_2015,pop_density_2020,urban_frac_1985,urban_frac_1995,urban_frac_2005,crops_frac_1985,crops_frac_1995,crops_frac_2005
7012,4,0,26,1957,2010,6693317143,,0.866666667,0.066666667,0,0,0,0,0.033333333,171.0648036,187.2748834,204.5168099,222.9353999,243.3276576,0.005156415,0.006325146,0.007029982,0.382439556,0.371781738,0.377036722
7013,5,0,6,1975,1996,53551000,,0.75,0.125,0,0,0,0,0,178.5916516,191.8113307,206.2551432,221.9121861,239.2228045,0.00833003,0.009138235,0.009687754,0.532921373,0.534250014,0.538708922
7014,9,0,32,1957,2010,6729841143,,0.888888889,0.055555556,0,0,0,0,0.027777778,163.9993485,178.7993911,194.5280472,211.5078385,229.9011615,0.004644326,0.005617469,0.006204806,0.387372253,0.380402997,0.385379083
7015,1,0,5,1985,2010,312508000,0.161086952,0.833333333,0.166666667,0,0,0,0,0,116.9562892,127.0022059,139.6114956,151.2530626,166.3009142,0.004805281,0.004802185,0.003975503,0.404625083,0.411161132,0.382787682
8001,1,82,5,1984,1993,75924000,0.247511756,1,0,0,0,0,0,0,157.7139672,189.8503932,222.415775,260.3932454,308.7705506,0.002872957,0.002872957,0.002895402,0.548223031,0.638671796,0.61341222
8002,0,0,0,,,0,,,,,,,,,106.4280136,115.5560951,120.4166177,123.9607817,133.8778518,0,0,0,0.474661141,0.504683588,0.542821376
8003,44,16308,46,1967,2004,3614900000,1.019793646,0.958333333,0.041666667,0,0,0,0,0,157.8703004,174.5770706,183.078742,200.5041246,219.1359814,0.016798002,0.018359215,0.01581603,0.400029621,0.394118518,0.342072
8004,38,0,39,1967,2004,3518122000,,0.951219512,0.048780488,0,0,0,0,0,121.0305873,130.8372538,138.3980974,148.1561287,160.7573235,0.007703278,0.008829108,0.009614673,0.370394972,0.36400097,0.313340119
8005,3,2240,4,1977,1988,553631000,0.41415343,1,0,0,0,0,0,0,59.87419671,65.57548404,73.50087969,81.18340871,91.4856165,0.000556141,0.000636472,0.000630293,0.160712355,0.165652739,0.173040144
8006,101,15153.921,137,1908,2011,7745704470,0.393777059,0.971631206,0.021276596,0,0,0,0,0,221.9187798,245.1595773,269.5762019,298.3917306,330.3359436,0.016128371,0.017840005,0.017337978,0.541970677,0.548629609,0.542182832
8007,174,34726.435,234,1908,2014,20558495030,,0.932270916,0.019920319,0.003984064,0.007968127,0,0.003984064,0.007968127,195.6850372,213.8036239,233.5545987,255.7290095,280.1597436,0.009965222,0.010842542,0.010643562,0.556010151,0.573369928,0.56506672
8008,7,0,7,1981,2003,12158000,,1,0,0,0,0,0,0,155.0635111,178.8081919,188.4906157,196.3780948,206.8618651,0.004381154,0.004381154,0.005570607,0.682230886,0.684953413,0.593927179
8009,5,0,6,1917,2003,202086000,0.231111711,1,0,0,0,0,0,0,296.191179,317.3890748,326.4870178,357.0752025,377.514994,0.019306309,0.020828271,0.018401906,0.438257606,0.432949299,0.36257458
8010,1,0,4,1910,1986,417565000,,1,0,0,0,0,0,0,196.8077389,212.8517479,231.3116652,253.7562584,277.1211758,0.002065058,0.002065058,0.004835535,0.609436689,0.616610347,0.614664755
8011,37,0,60,1908,2005,1465565470,0.175310163,0.983606557,0.016393443,0,0,0,0,0,281.2232206,310.3037082,342.5114805,379.2625996,420.5735487,0.019575834,0.022380723,0.022237106,0.625782762,0.63977734,0.641481279
8012,124,0,160,1908,2011,8730806470,,0.975609756,0.018292683,0,0,0,0,0,217.7971416,239.9710322,264.5557344,292.2523176,323.179585,0.01456122,0.016042858,0.015654713,0.547975082,0.556072856,0.545457465
8013,19,0,30,1958,2014,3376487000,0.291796399,0.833333333,0.027777778,0,0.027777778,0,0,0.027777778,149.378737,163.2431003,178.0265838,194.5516356,212.8889995,0.002748831,0.002992169,0.003230109,0.499675959,0.546292267,0.555521432
8014,1,0,1,1985,1985,340000,,1,0,0,0,0,0,0,72.1193208,74.86177969,80.09693502,91.33992359,106.430762,0.002,0.002,0.002060606,0.285030303,0.280030303,0.191030303
8015,3,0,3,1983,1991,2487000,0.002140789,1,0,0,0,0,0,0,186.4456852,221.006191,222.2755369,248.9952714,273.7461845,0.022574203,0.022574203,0.022781702,0.397318071,0.41412552,0.416148639
8016,12,0,20,1958,2014,2758657000,0.366675314,0.8,0.04,0,0.04,0,0,0.04,171.1188065,186.828413,203.7581517,223.0546736,244.2634193,0.001374135,0.001805696,0.002182893,0.568928818,0.619833715,0.622929074
8017,172,0,227,1908,2014,20452487770,,0.930327869,0.020491803,0.004098361,0.008196721,0,0.004098361,0.008196721,199.6400458,218.3071148,238.5625485,261.3411256,286.4540598,0.010358352,0.011268437,0.011060852,0.563807842,0.58022398,0.571298897
8018,3,618.48,4,1967,1982,25900000,,0.8,0,0,0,0,0,0,295.2636991,315.0899831,333.534965,354.2005004,368.3940752,0.005432558,0.007613023,0.007575814,0.527426977,0.547914419,0.565871628
8019,41,0,42,1967,2004,3527314000,,0.954545455,0.045454545,0,0,0,0,0,130.1639641,143.429033,145.643272,158.5703009,173.2202013,0.009975311,0.011285818,0.010499015,0.363866929,0.358277014,0.306995187
8020,14,0,22,1908,2005,682460470,0.361359494,1,0,0,0,0,0,0,229.6619884,251.8961426,277.9583558,300.4542425,325.1186986,0.007831996,0.007572575,0.008278935,0.487216434,0.497807605,0.516226543
8021,13,0,12,1981,2003,20057000,0.00771946,1,0,0,0,0,0,0,110.5433513,117.355515,134.4136041,145.1858786,156.5906915,0.002055024,0.002052933,0.002669649,0.459045867,0.461790776,0.398647406
8022,1,0,2,1977,1979,354600000,,1,0,0,0,0,0,0,48.1182891,53.71367996,62.21681938,74.26750194,86.84689807,0.0008778,0.0008778,0.000855483,0.148244028,0.148697806,0.14918134
8023,11,0,10,1967,2004,15704000,0.050160723,1,0,0,0,0,0,0,114.0897658,123.8408147,121.1710542,127.5498539,136.3700152,0.006795161,0.0080723,0.010665575,0.268433213,0.268452712,0.263422148
8024,0,0,0,,,0,,,,,,,,,70.61158595,69.58858266,76.09997305,93.04923379,98.44688495,0,0,0,0.385673352,0.365902579,0.405229226
8025,4,0,5,1974,1985,60518000,,1,0,0,0,0,0,0,169.5004493,184.4765915,197.7956181,208.8812577,226.1198657,0.00149401,0.001173285,0.00149807,0.710223005,0.720603937,0.724071014
8026,187,2939.23,253,1908,2014,20877778030,,0.926739927,0.018315018,0.003663004,0.010989011,0,0.003663004,0.007326007,193.1457288,210.7632598,229.9774714,251.4302479,275.0704611,0.009560092,0.010409102,0.010221296,0.544927777,0.562595734,0.555272045
8027,2,0,3,1981,1997,18127800,,0.75,0,0,0.25,0,0,0,111.8207617,115.0757143,122.9610755,130.8882384,138.7737627,0.001193333,0.00119,0.00119,0.53393,0.56432,0.56387
8028,1,0,2,1909,1909,12090000,0.011729819,1,0,0,0,0,0,0,500.6299336,536.6330573,585.7421237,632.0285618,716.8428196,0.040090101,0.050579048,0.050341304,0.845002942,0.822727529,0.835404528
8029,13,0,15,1923,1988,1935939000,0.598053849,0.9375,0,0,0,0,0,0,119.6485478,130.2179542,141.2239454,154.2329799,168.6198092,0.003418864,0.003668107,0.003636364,0.356599947,0.361272081,0.369136173
8030,0,0,4,1961,2002,124542000,0.093018625,1,0,0,0,0,0,0,135.6337984,145.6743643,161.5720073,179.8037442,202.2148044,0,0,0,0.519256466,0.522711528,0.520068058
8031,7,0,11,1974,2006,78750500,0.041265808,1,0,0,0,0,0,0,184.2816997,196.8043077,210.4252138,221.810124,237.2700458,0.000988426,0.000785178,0.000958473,0.749132453,0.758982478,0.763002503
8032,0,0,3,1961,2002,84872000,,1,0,0,0,0,0,0,145.646066,160.5330907,176.0038023,191.6138175,214.169296,0,0,0,0.563576344,0.568803053,0.565322947
8033,3,0,4,1965,1982,291193000,,1,0,0,0,0,0,0,107.3941894,118.8003979,123.3157905,135.558199,144.1141147,0.006871924,0.007964383,0.007747066,0.40487378,0.416186024,0.419434035
8034,57,0,90,1908,2011,4127897470,0.264860484,0.97826087,0.010869565,0,0,0,0,0,233.0021017,257.3250198,284.7316847,315.5128642,349.7462596,0.01584553,0.017631097,0.017535059,0.564742389,0.574095836,0.576847414
8035,19,0,36,1908,2005,973902470,0.200837115,1,0,0,0,0,0,0,299.7105131,332.2819698,369.2025022,410.3546752,456.6817277,0.024606101,0.029028213,0.029267998,0.622073141,0.614595397,0.641409297
8036,5,0,4,1981,2006,42696000,0.013531666,1,0,0,0,0,0,0,137.1176943,147.3582041,157.9861488,170.0743823,183.2960101,0.003687386,0.003796729,0.003221416,0.660154863,0.675338417,0.580108973
8037,0,0,0,,,0,,,,,,,,,110.843551,120.3694416,127.066868,137.0763748,144.7732352,0.005696389,0.006143819,0.005142109,0.562099316,0.573291751,0.453046533
8038,176,0,238,1908,2014,20665105030,0.472134084,0.926070039,0.019455253,0.003891051,0.011673152,0,0.003891051,0.007782101,193.3381238,211.1847342,230.6639584,252.453016,276.4664344,0.009758388,0.010613887,0.01041961,0.551181335,0.568707122,0.56089403
9001,1,199,7,1919,2004,409294162,0.230700531,1,0,0,0,0,0,0,162.4623887,175.6232746,187.2767966,200.0742026,211.5668753,0.019021545,0.020676575,0.020780089,0.559107545,0.564272524,0.555323939
9002,15,5677.97,49,1908,2008,1579183208,0.68272896,0.941176471,0.019607843,0,0,0,0,0,185.664454,196.1339779,207.4433168,218.9966369,231.0966712,0.007042455,0.007750272,0.007996355,0.621218335,0.620123401,0.610788146
9003,0,0,1,,,216300000,,1,0,0,0,0,0,0,86.05161784,89.89621225,97.33257132,102.4209675,106.2438889,0,0,0,0.212863706,0.214292245,0.223343466
9004,0,0,2,,,14690000,,1,0,0,0,0,0,0,94.82056458,100.9215822,106.8210403,112.1821533,119.2353932,0.002442578,0.002442578,0.002756623,0.293466977,0.288154371,0.291451851
9005,1,0,9,1969,2008,60585000,0.437575729,1,0,0,0,0,0,0,139.2375303,145.560974,152.6247544,160.619914,167.0153223,0.000599975,0.001032516,0.00109949,0.571394287,0.551465335,0.543840066
9006,8,0,8,1908,1987,39424000,,1,0,0,0,0,0,0,269.2776811,281.5863739,294.3454459,306.3094745,323.1106301,0.002994943,0.002894082,0.003361334,0.76240534,0.768881003,0.749890391
9007,2,803,9,1922,2001,99657750,,1,0,0,0,0,0,0,177.2936299,186.4142239,196.0883066,207.2590267,218.0297564,0.001835027,0.001833334,0.00228532,0.421275818,0.427398782,0.413365226
9008,0,0,8,1959,2000,47355000,0.439390548,0.875,0,0,0,0,0,0,108.0769079,114.8705256,121.1861402,127.0361675,133.9441304,0.001702235,0.001702235,0.001860677,0.30912016,0.308982031,0.308608271
9009,19,2622,71,1908,2008,4169327958,,0.932432432,0.027027027,0,0,0,0,0,182.6151269,192.3839535,203.0437617,214.1353775,225.8743567,0.005861769,0.006351516,0.006717316,0.533721054,0.53268041,0.524812967
9010,0,0,0,,,0,,,,,,,,,310.6258789,316.9900929,343.2741448,350.4378335,361.4256093,0.005127733,0.005127733,0.008935151,0.582135839,0.611888971,0.563006632
9011,0,0,10,1975,2008,82321462,1.455509943,1,0,0,0,0,0,0,181.4217126,192.2787074,204.3428164,215.4655012,227.8175052,0.002206992,0.002500029,0.002690922,0.654995956,0.652931297,0.649187114
9012,12,0,17,1908,1994,603936584,6.982129156,0.941176471,0.058823529,0,0,0,0,0,222.3277668,233.9008716,246.1691004,258.1148609,272.7299574,0.003837639,0.003995142,0.004429275,0.701881802,0.71978199,0.694427188
10001,0,0,1,1982,1982,12400000,,1,0,0,0,0,0,0,156.5036353,192.1247042,214.6859586,253.1784631,274.6533287,0,0,5.10E-05,0.048287345,0.070426125,0.073977165
10002,17,4681.75,46,1911,2002,187088000,,0.882352941,0,0,0.019607843,0,0,0,333.0089975,379.5866056,431.3209043,486.1410119,555.8177657,0.001948303,0.001690769,0.002295414,0.354837445,0.357323211,0.615434141
10003,5,1926,18,1978,2012,235001000,,0.857142857,0,0.047619048,0,0,0,0,219.058104,247.1500464,280.1410528,312.3566322,346.7518758,0.003384222,0.004904624,0.005485311,0.686928288,0.69944741,0.715216509
10004,8,0,27,1911,2002,91522000,0.055907607,0.928571429,0,0,0,0,0,0,312.4427027,352.7304997,401.4554922,455.2331582,522.1579798,0.002326334,0.001947756,0.002828362,0.336939883,0.34184768,0.705814738
10005,1,73.74,2,1986,1986,152120000,0.628782343,1,0,0,0,0,0,0,125.3844998,137.0258873,148.3637538,160.918336,184.3950932,0,0,0.000583903,0.356492222,0.378735033,0.385274746
10006,35,6094.42,111,1730,2016,5120130512,,0.852713178,0.015503876,0.007751938,0.023255814,0.007751938,0.007751938,0,252.6844198,283.1345311,318.1506093,355.5303705,400.3187511,0.001501679,0.001979849,0.002259919,0.391093907,0.408095482,0.501996167
10007,0,0,2,1967,1983,37926000,,1,0,0,0,0,0,0,196.1763479,214.1674229,234.0271606,255.6320951,285.5775134,0.001752256,0.001752256,0.001703355,0.114939812,0.221216147,0.224215356
10008,71,27772.35,152,1730,2016,6405341512,1.178757965,0.862857143,0.017142857,0.005714286,0.028571429,0.005714286,0.005714286,0.005714286,278.5568144,310.1429227,346.2971108,385.1734339,429.6362319,0.00173565,0.002109738,0.002327363,0.459573539,0.471964764,0.551604868
10009,6,0,32,1958,2016,2517297500,,0.780487805,0.024390244,0.024390244,0.024390244,0.024390244,0.024390244,0,226.2201871,247.8585794,272.2765317,302.2479866,334.9406043,0.002311348,0.003560043,0.003842261,0.563924687,0.542528167,0.59414406
10010,5,0,23,1974,2012,296519500,0.165811234,0.793103448,0,0.034482759,0.034482759,0,0.034482759,0,226.7432883,250.224674,279.7134111,307.5749826,341.4290609,0.003411515,0.005494722,0.005949766,0.649605585,0.658382937,0.699089649
10011,7,0,50,1730,2016,3334682500,1.349477229,0.833333333,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0,200.7141954,223.8652326,249.7381345,276.0169416,306.8790898,0.001101702,0.001941494,0.002142132,0.354575637,0.383265543,0.431599264
10012,19,0,20,1868,1993,840203000,,0.833333333,0.041666667,0,0.041666667,0,0,0.041666667,352.7567148,396.0587219,439.0601324,500.5174631,567.1444712,0,0,0,0.594399232,0.586232136,0.642748445
10013,8,10846.006,8,1892,1989,151454000,0.322833161,0.7,0,0,0.1,0,0,0,826.7213737,897.1789046,962.6704924,1042.929651,1125.349229,0.023159334,0.048754067,0.050206087,0.857717409,0.830624561,0.830048362
10014,1,0,8,1730,2000,792223000,0.877730307,0.888888889,0,0,0,0,0,0,182.3573228,203.9050228,229.8572701,256.7069838,287.8129817,0.000423622,0.001121218,0.001299646,0.212772448,0.279176423,0.292865875
10015,0,0,5,1730,2000,637726000,,0.833333333,0,0,0,0,0,0,190.0163821,213.0506575,241.88709,270.3226122,302.5519753,0.000533902,0.001641931,0.001605362,0.13212791,0.233530865,0.25135441
10016,64,0,144,1730,2016,6306432512,,0.861445783,0.018072289,0.006024096,0.024096386,0.006024096,0.006024096,0.006024096,264.1371219,295.718541,331.3198325,369.8955667,414.8923517,0.001323906,0.00173236,0.001971272,0.428435139,0.442345234,0.529270198
11001,8,7591.23,11,1935,1990,984095000,1.969768293,0.916666667,0,0,0,0,0,0,158.3941032,173.4311788,188.4582947,205.0946134,223.6168208,0.000779333,0.000779333,0.001212125,0.268719013,0.280963478,0.295724603
11002,7,0,11,1935,1990,984095000,,0.916666667,0,0,0,0,0,0,139.3712413,152.6385304,168.874898,184.6870022,202.9325343,0.000469219,0.000469219,0.000979239,0.177839516,0.194963223,0.203240392
11003,1,0,1,1990,1990,21670000,,1,0,0,0,0,0,0,137.6277423,138.9172847,142.2498423,146.3021877,157.6904018,0,0,0,0.211774417,0.208383527,0.209655111
11004,5,3511.17,7,1962,1990,251885000,,1,0,0,0,0,0,0,294.2633043,319.1339924,327.8833322,353.5445797,381.0768557,0.002014134,0.002014134,0.002470297,0.532629673,0.567101542,0.578624915
11005,0,0,0,,,0,0,,,,,,,,117.2180923,131.5775941,150.9862582,172.7568795,191.0612473,0,0,0,0.083317205,0.151846757,0.161414007
11006,3,0,3,1978,1988,46688000,0.081343438,1,0,0,0,0,0,0,116.5972285,128.5636001,142.9064125,158.557665,175.5977027,0,0,0,0.091221492,0.1309599,0.146551526
11007,8,5276.2,8,1965,2009,236747000,0.533348988,1,0,0,0,0,0,0,281.0210808,301.7082024,326.588503,354.7289802,386.6380885,0.002340035,0.002340035,0.002281371,0.660505878,0.659994199,0.69707626
11008,1,0,1,1978,1978,45830000,,1,0,0,0,0,0,0,137.2529902,135.0994226,148.8047908,152.6190917,172.5818566,0,0,0,0.021587409,0.022124269,0.02819926
11009,13,0,17,1935,1990,1214310000,,0.944444444,0,0,0,0,0,0,289.6616893,319.6110123,341.6629809,365.119344,392.4527933,0.007698689,0.011545748,0.012250718,0.356223735,0.366605196,0.376053171
11010,29,2386.41,42,1910,2009,2137534000,0.83878149,0.933333333,0,0,0.022222222,0,0,0,539.647094,589.9695366,639.689092,700.5113933,763.4830435,0.009126896,0.016152505,0.016592647,0.591404928,0.591226507,0.600689287
11011,5,0,5,1969,2009,192080000,,1,0,0,0,0,0,0,282.991095,311.096111,344.6714404,372.3868605,416.9330894,0.000469405,0.000469405,0.000444258,0.51372171,0.491818944,0.612573345
12001,8,496.29,0,,,0,,,,,,,,,118.8112424,130.6518338,145.7791009,153.7126724,161.5434898,0.000962363,0.000962363,0.000966244,0.398829642,0.404906499,0.404064432
12002,0,0,16,1909,2002,30580000,0.037772696,1,0,0,0,0,0,0,134.0970481,136.5476964,155.9277986,178.0157116,196.7613516,0,0,0,0.439204052,0.442655042,0.443583379
12003,13,11133.35,0,,,0,,,,,,,,,93.22858188,100.360162,109.9091517,119.244418,129.1657975,0.000776699,0.000776699,0.000766077,0.426284673,0.440998794,0.477388779
12004,23,1024.72,43,1909,2003,4036874000,,0.913043478,0.02173913,0,0.02173913,0,0,0,169.8418032,183.2044127,197.88273,213.3803943,229.2925846,0.003620311,0.005641446,0.005698138,0.518683127,0.526259718,0.545782385
12005,0,0,78,1909,2003,4115473000,0.359393595,0.873563218,0.022988506,0,0.057471264,0.011494253,0,0,140.2481878,144.0893412,156.1064036,184.2324728,202.4381106,0.003878935,0.003878935,0.004052879,0.202817881,0.199965211,0.186623761
12006,0,0,3,1978,1988,30045000,,1,0,0,0,0,0,0,104.4613591,112.0510502,123.5420389,134.066687,150.3665314,0,0,0,0.51542501,0.507447251,0.466141531
12007,0,0,1,1986,1986,1029000,0.001318037,1,0,0,0,0,0,0,237.9820995,258.9107941,280.1258178,303.0830766,337.3435908,0.00754426,0.00754426,0.00759156,0.531158505,0.513950969,0.59728312
12008,75,280868.401,3,1981,1985,91578000,,1,0,0,0,0,0,0,166.8908006,181.9656744,197.9485543,216.0044706,235.3067052,0.002501451,0.00312684,0.003338283,0.480007206,0.46531452,0.519095253
12009,16,0,303,1909,2017,31817848904,,0.894894895,0.024024024,0.003003003,0.024024024,0.012012012,0.003003003,0.006006006,232.9729217,250.0868524,269.7211593,289.2147524,311.2106103,0.000943474,0.000943474,0.00094597,0.530314716,0.532960436,0.662900259
12010,0,0,20,1961,1993,253880220,0.119310705,1,0,0,0,0,0,0,104.6722316,107.8616056,115.8587777,136.2887834,145.4565487,0,0,0,0.408361038,0.403197284,0.419024546
12011,0,0,0,,,0,,,,,,,,,84.04603548,92.1769528,90.75621707,99.11363165,116.4161995,0,0,0,0.155682014,0.165787205,0.195240559
12012,0,0,1,1956,1956,973000,,1,0,0,0,0,0,0,73.7930929,76.3442968,79.46812944,85.75346506,98.1349083,0,0,0,0.224394381,0.153879639,0.236905334
12013,0,0,0,,,0,0,,,,,,,,164.6902109,179.3245418,196.174145,224.2265228,255.4355642,0,0,0,0.44643204,0.379298064,0.384834553
12014,0,0,5,1933,1988,5897320,,1,0,0,0,0,0,0,86.22810772,93.89296729,101.1212469,114.0050113,128.9061972,0,0,0,0.534867161,0.507603209,0.534123455
12015,1,0,2,1984,1991,4620000,,1,0,0,0,0,0,0,190.7343926,209.9501253,243.7172725,260.3356251,296.9358912,0,0,0,0.704655057,0.704655057,0.712486936
12016,3,0,4,1976,2000,7457970,0.053858074,1,0,0,0,0,0,0,57.59867771,66.11230793,73.39173331,79.91487101,83.24880791,0.000442927,0.000442927,0.000430026,0.602982661,0.639233865,0.584310926
12017,0,0,5,1981,1987,2850000,0.002223745,1,0,0,0,0,0,0,123.7117628,132.1564604,141.8994341,165.3973343,182.159457,0.001827981,0.001827981,0.001799714,0.62525441,0.524046434,0.59327416
12018,3,0,3,1976,1983,31568500,,1,0,0,0,0,0,0,100.8830324,106.8373843,115.037411,127.7627117,141.707034,0.000461465,0.000461465,0.000461465,0.264200142,0.266959973,0.319894087
12019,0,0,3,1980,1991,3458000,0.002240001,1,0,0,0,0,0,0,34.5603681,42.2489599,44.72563647,52.01212158,55.36318283,0,0,0,0.505511375,0.54132273,0.495772096
12020,54,0,0,,,0,,,,,,,,,160.3391287,174.9371494,190.5558146,208.2449611,227.5036718,0.002509016,0.00309934,0.003331151,0.48076165,0.463998852,0.518403488
12021,0,0,278,1909,2017,31009326684,1.333741473,0.895081967,0.02295082,0.003278689,0.02295082,0.013114754,0.003278689,0.006557377,167.4224771,186.124977,203.5925215,233.8928552,268.6550885,0,0,0.001235774,0.494349325,0.48733332,0.493253074
12022,0,0,5,1918,1984,16140000,,1,0,0,0,0,0,0,45.44794457,55.25832827,66.48025462,75.72172399,76.90908141,0,0,0,0.6100435,0.607400474,0.577941743
12023,1,0,0,,,0,,,,,,,,,204.5034719,220.4283987,233.8506091,255.162963,283.8893453,0.001068365,0.001680341,0.003008018,0.478077773,0.454034374,0.483730772
12024,0,0,9,1966,1989,156185300,,1,0,0,0,0,0,0,51.60913829,55.31643777,64.06740321,68.85597013,70.278223,0,0,0,0.475836584,0.560097168,0.467375529
12025,41,0,0,,,0,,,,,,,,,153.1279083,165.1684032,177.8290977,191.3233624,206.1010419,0.002798989,0.003772485,0.004133376,0.500820818,0.478723455,0.522933156
12026,40,0,139,1909,2004,6957200570,0.293865855,0.872611465,0.025477707,0.006369427,0.031847134,0.012738854,0.006369427,0.006369427,157.596819,169.85169,183.0761535,196.6668868,211.6032167,0.002712045,0.003999845,0.004173501,0.491831416,0.468678033,0.518161551
12027,42,0,128,1909,2004,6663058000,0.333928052,0.868965517,0.027586207,0.006896552,0.034482759,0.013793103,0.006896552,0.006896552,152.0513076,164.3332256,177.6096718,191.6194732,207.093863,0.002915124,0.003733629,0.004038655,0.513798473,0.487539724,0.530841719
12028,0,0,152,1909,2006,19339229070,,0.876470588,0.029411765,0.005882353,0.029411765,0.011764706,0.005882353,0.005882353,142.7100435,161.5393654,190.229647,224.961182,261.6835046,0,0,0,0.463116067,0.703839005,0.692142537
12029,3,0,5,1955,1992,7156000,,1,0,0,0,0,0,0,204.3955471,228.8133281,255.3687677,280.4958679,311.231379,0.002166979,0.002166979,0.002156876,0.522842934,0.517496205,0.435305082
12030,0,0,14,1968,2010,209343000,0.180882346,0.933333333,0,0,0.066666667,0,0,0,166.692488,177.4537127,183.1133445,192.0301356,220.1888615,0,0,0,0.726918856,0.725780069,0.706855498
12031,0,0,1,1990,1990,773000,,1,0,0,0,0,0,0,35.82449021,35.2315326,48.35230934,50.63559528,54.36496639,0,0,0,0.500998149,0.504845559,0.441181808
12032,0,0,0,,,0,,,,,,,,,204.292801,228.0463403,255.2080203,294.3541947,348.7703445,0.014973675,0.018692943,0.01197894,0.592957542,0.585084287,0.581075206
12033,1,0,2,1927,1983,24956000,,0.333333333,0,0,0,0.333333333,0,0,114.7036982,122.8650414,135.0848432,145.335588,161.3154321,0,0,0,0.549558312,0.563911638,0.567033811
12034,12,0,1,2000,2000,1430000,,1,0,0,0,0,0,0,90.62500844,97.52492548,107.253408,116.3160932,125.4939828,0.000604612,0.000604612,0.000606159,0.437965781,0.453906823,0.494070239
12035,47,0,35,1909,2002,110167000,,0.944444444,0,0,0.027777778,0,0,0,154.1619192,167.7556271,182.1936175,197.7601876,214.2040262,0.002704797,0.003410325,0.003674211,0.504550763,0.481020949,0.51310927
12036,3,0,192,1909,2010,21093729070,0.693913255,0.882629108,0.028169014,0.004694836,0.028169014,0.014084507,0.004694836,0.004694836,71.90813207,78.56384557,86.28391338,93.65532106,102.1686518,0.00026721,0.00026721,0.000255064,0.597957866,0.615717227,0.610393265
12037,3,0,10,1979,1990,7347000,0.002635553,1,0,0,0,0,0,0,90.00170387,89.46089796,99.51263653,100.6133711,108.9394867,0,0,0,0.172979586,0.178484899,0.177969151
12038,0,0,3,1984,2000,5345000,,1,0,0,0,0,0,0,78.04745316,80.13007201,87.16357918,96.54454083,106.6815324,0,0,0,0.31835673,0.341958275,0.435478177
12039,43,0,3,1975,1985,9620000,0.004159619,0.666666667,0,0,0,0,0,0,150.478479,163.1411807,176.3098397,190.8774803,206.256894,0.002776128,0.003545385,0.003833707,0.498171665,0.47293429,0.512432589
12040,4,0,165,1909,2007,20372957070,0.742098793,0.870967742,0.032258065,0.005376344,0.02688172,0.016129032,0.005376344,0.005376344,134.7924645,149.0139658,164.929684,179.5140749,192.0647017,0.001553579,0.001553579,0.001553579,0.477910048,0.480201577,0.478230473
